,log2FoldChange
SERPINE1,1
TM4SF1,1
ENTPD8,0
FOXK2,2
ZWILCH,2
ENPP1,0
PABPC3,1
GBA2,2
C1ORF226,2
NOS1,0
CAP1,2
LRFN5,0
RALB,2
AAAS,2
ACOT9,2
PHF7,2
PELI2,0
TSEN54,2
NME1-NME2,1
CALML4,2
TM7SF2,1
UBE2QL1,0
CHSY3,1
DNAJB4,0
EIPR1,2
SLC39A6,2
ZNF860,1
LRWD1,2
RETREG2,2
ZNF626,0
FOXP2,0
XIRP1,1
TRPM2,1
SRPK1,2
MSRA,2
MYOM3,1
TEK,0
UBE2J1,2
PALM,0
NT5DC4,1
AOX1,0
AMER2,0
STMN1,2
ALDH6A1,2
PGF,1
NCOR1,2
CLCN1,1
CDH24,1
DRD2,1
AREG,1
SPON2,1
DENND5B,0
TARS2,2
PRR13,2
MAPK7,2
NEK6,2
POU2F2,0
GID8,2
MKS1,2
RTN4RL2,1
SLC31A2,0
VSIG2,0
CDC7,1
RNASEH2B,2
ENO1,2
C21ORF59,2
ENOX2,2
NPIPB5,1
TOMM40,2
FBXL5,2
LSM2,2
POLD1,2
EPB41L4A,0
DCN,0
CXCL6,1
SYP,0
LRRC55,0
PLCG1,2
METAP1D,2
TBCD,2
ADAMTSL5,1
RHCG,1
GJB3,1
PRKN,0
COL4A6,0
CDC42EP3,0
IGFBP6,0
PTPN12,2
USF3,2
CEP250,2
ASXL3,0
FAM49A,0
IL1RN,1
CNTN3,0
GZMB,1
CHST8,0
NXPE4,0
INCENP,2
SYNCRIP,2
H2AFZ,2
IFITM2,1
WDR59,2
KCNH4,1
RHBDL2,0
DNAAF3,1
ENAM,0
GTF3C3,2
NAT16,1
SNX2,2
NRSN1,0
AC010422.3,1
MOCS3,2
PKIG,2
RUNX1T1,0
RRAGC,2
NRG3,0
MUC16,1
NUP62,2
KRT9,0
VGF,1
PRDM13,1
ZNF135,0
RNF5,2
FBLN5,0
SH3GLB1,2
HOXD1,0
MEIS2,0
CD200R1,0
RASL10B,1
STK3,2
KNOP1,2
PSME4,2
STX16,2
CYLD,2
MOGS,2
ATP5F1,2
SOCS2,0
NANS,2
FLAD1,2
ITFG1,2
HSPB2,0
INHBB,1
ETS2,2
NAA20,2
CDON,0
GOLGA6L2,1
ORM2,1
DST,0
MAGEA11,1
KRAS,2
CD22,0
SMARCD2,2
MKI67,1
CREBRF,2
SMCR8,2
HTR3E,0
TTC27,2
EEPD1,1
HNRNPD,2
FBXL6,1
CNKSR3,2
ASCC3,2
WNT5A,1
RAB4B,2
CEP131,2
ZNF385B,0
TNFRSF10A,2
CNGA1,0
VPREB3,0
CSTF3,2
ELK1,2
MTHFR,2
SAAL1,2
AKAP5,0
FGF10,0
CXCL11,1
PREX2,0
SI,0
NHEJ1,2
FUS,2
ZBTB18,2
SPART,0
PEAK1,2
RAB9A,2
PTPRZ1,0
ANKRD12,0
YAE1D1,1
ARSA,2
MSH2,2
BTBD7,2
STAM2,2
CCL13,0
BORA,2
GPR162,0
MIOS,2
FXN,2
RBBP8NL,1
GNAL,0
PITPNM3,0
MEGF6,1
MRPL37,2
PABPC4,2
SMARCD1,2
C20ORF27,1
C16ORF45,0
SEC14L6,0
PID1,0
CLIC3,1
DPYD,0
C17ORF78,1
ZFPM1,1
KBTBD2,2
CDCA2,1
THY1,1
CTNNBL1,2
ANGEL1,2
ELOVL6,2
UBAP2,2
LTBP4,0
SSB,2
ACACA,2
PFDN4,1
PRSS51,1
MFSD10,2
TRAPPC8,2
COL19A1,0
MARF1,2
G6PC3,2
RALGAPA1,2
LURAP1,0
ZC3H12C,0
C4ORF46,2
HNF4G,2
SYNE1,0
GADD45GIP1,2
SYT8,1
KCNA1,0
SCO1,2
B4GALT1,2
NELFA,2
PDZRN3,0
RNF39,1
DZIP1,0
PABPC5,0
AL136295.3,0
PDE7A,2
PC,0
LRRC61,2
OLFML1,0
GPR146,0
MRE11,2
CREG2,1
GSG1L,0
DSEL,0
NUPL2,2
CSNK1G2,2
CASP10,2
OTOA,0
SERPINE2,1
PPP1R14D,0
GIMAP4,0
AKIP1,2
SH3KBP1,2
MC1R,1
DNAJC13,2
GCNT3,0
SLC18A2,0
DOCK10,0
TMEM156,0
HECW2,1
ANTXR2,0
CHRNA1,0
SNX30,2
ZNF343,2
PRKG1,0
MEI1,0
CCL26,1
TRMT2A,2
PGGT1B,2
SNTG2,0
SERPINB2,1
UPK2,1
SPARC,1
RNF10,2
GALNT17,0
TMEM243,2
LONP1,2
SLC4A10,0
FZD1,2
FAM117A,2
CDH11,1
ZNF624,2
C19ORF60,1
NUTM2B,0
MGME1,2
ADAMTS8,0
EPC1,2
PRX,0
NKX2-1,1
VIPR2,0
RDM1,1
RBP5,0
DPH6,2
CPXM1,1
PEMT,2
PFAS,2
TCEAL5,0
ARHGEF11,2
RNASEK,2
IKZF1,0
CX3CR1,0
ARHGEF6,0
MS4A4E,0
KCNG3,0
RPS19,2
TMEM237,2
PCMTD2,1
LYPD3,1
MAP2K6,0
PTCHD1,0
TIGD3,1
DCLRE1A,2
GIT1,2
CDC42,2
PADI1,1
F2RL2,1
COL5A1,1
SLC24A4,0
RTN1,0
PLK3,2
OSR1,0
APEX1,2
P3H2,0
NAT2,0
PRICKLE3,2
BAK1,2
ZNF724,1
ACVR2A,2
ASAP2,2
CTAGE5,2
DKK1,1
THOP1,2
METTL2B,2
KIFAP3,2
SEM1,2
PSORS1C2,1
PSPC1,2
KIT,0
SFRP5,0
TFB1M,2
ARHGEF38,2
ADAMTSL4,0
SEMA3E,0
SIX2,1
PTRH1,1
MCTP2,2
ANKRD9,0
COX19,2
TRAPPC10,2
KIF20B,2
ATP8B4,0
FOXP3,1
UBR2,2
TNFRSF11B,1
CYP2C8,0
IGFBP1,1
LCN2,1
FGFR4,1
EVI2B,0
SPINT1,2
CXCL16,2
SPATA6L,1
CHRNA5,1
PMP22,0
TCP11,1
C3ORF70,0
SLC30A8,0
CILP,0
HIST1H3E,0
OSM,1
PDE1A,0
ADGRA3,2
GPRIN2,0
STT3A,2
YWHAG,2
AADAT,1
FANCL,2
SH3BGRL,0
NCS1,0
MARS2,2
CCL25,1
ALG8,2
RNF224,1
HDGF,2
TMEM45B,0
TTC16,1
FCMR,0
ELP1,2
ACADSB,2
EIF3I,2
MKRN1,2
LYRM4,2
ZNF696,2
MCTS1,2
PKP2,2
TESPA1,0
BTK,0
MTFR1,2
SGPP1,2
FAM222A,1
WNT8B,1
DCLRE1B,2
B4GALNT4,1
SLC6A14,1
CLK2,2
RPL36A,2
WDR17,0
SSTR3,0
GPD2,2
GPCPD1,1
RNF125,0
MPG,2
C6ORF47,2
NDRG4,0
LIG3,2
KIAA1549L,1
HIST3H2BB,1
SCGB2A1,0
HIBCH,2
ZNF667,0
ZBTB22,2
MMP27,0
MANF,2
PCBP4,2
HPRT1,2
CEP89,2
IMP4,2
IL11RA,0
ITM2B,2
HYAL2,2
BBOF1,2
FBXO45,2
KIF21B,1
ITGB1BP2,0
STRAP,2
DFFA,2
CELF4,0
ASTN1,0
MYCN,1
MYO9A,2
SBK1,1
CDK5RAP3,2
KLC4,2
NAALAD2,0
FBXO22,2
GNG4,1
TRPV4,1
MACROD1,1
WFDC10B,1
TCEAL2,0
MMP20,1
GAPT,0
SLC22A15,1
TLE4,0
MICU3,0
ZNF703,2
KRCC1,0
MRPL30,2
LTV1,2
FAM160A1,2
PACSIN1,0
FAS,0
FRYL,2
FASTKD2,2
C20ORF204,1
SLC7A14,0
PLEKHG6,2
TUT1,2
KLF6,2
KLLN,2
SLC25A17,2
DUSP3,2
SSSCA1,2
CLCN5,2
TCERG1,2
PMPCA,2
CKMT1B,0
MAP2K4,2
FAM122B,2
PTBP2,2
PTPRR,0
IQCM,0
DNAJC9,2
MIXL1,0
PRMT5,2
PNPO,2
MTPAP,2
PCGF1,2
LRRC9,1
MB,0
RAB3D,2
GBF1,2
HSD17B6,0
DHX9,2
OGT,2
NEDD9,0
TANGO6,2
LPCAT4,2
MYCT1,0
PLPP2,2
REXO5,2
SCARB1,2
ATAD3C,1
RNF138,2
SLITRK3,0
ZNF3,2
BAMBI,1
HNRNPA2B1,2
SGO2,2
YEATS4,2
RTKN2,2
AKAP13,2
AL662899.1,1
POC1A,2
CACNA1D,1
KRT6C,1
DCTN1,2
NCBP2,2
DUSP12,2
NOD2,1
TUBB,2
ZNF25,2
VSIG10,2
SCTR,0
HNRNPU,2
AVPI1,2
NUP160,2
WDR18,2
NLGN3,0
BCL2L13,2
GRIN2A,0
SNAP91,0
CALY,0
ANKRD39,2
MAPT,0
NUDT9,2
RNF180,0
OLFM1,0
WIPF2,2
KCNT2,0
PCSK6,0
IFITM5,1
SF3A3,2
MGAM,0
EEFSEC,2
ACP2,2
GOT1,2
NOTCH3,1
LSM14B,2
KRI1,2
TMEM216,2
BDH2,2
E2F4,2
TOMM20,2
IQCH,1
CHST5,0
AMOTL2,2
FLT3LG,0
SMAP1,2
PSMA1,2
SULF1,1
PDLIM1,2
GIMAP5,0
SNCA,0
LGR6,1
PIEZO1,2
TSPYL1,2
A1CF,0
PECR,2
SLCO1B1,1
FOXRED2,1
MPDZ,0
LASP1,2
IZUMO1,1
DLL3,1
SASH1,2
SPRR3,1
ZNF564,2
ZNF396,2
RP1L1,1
HIST1H1E,1
NMRAL1,2
GPI,2
SLAMF7,0
ARMC8,2
ACYP1,2
TSHZ3,0
BCL2L15,0
ELAC1,2
SUCLG1,2
RPL8,1
TACR1,0
SMIM28,0
NCR2,0
HMGXB3,2
AP1S1,2
TNFAIP8L3,0
DDX28,2
SLC35A3,2
PAN3,2
RBBP7,2
MS4A7,0
MAP1B,0
TXLNB,0
CFLAR,2
NFASC,0
DIMT1,2
ATP5S,2
RETREG1,0
HSD17B10,2
SRSF5,2
SLC9A5,1
N4BP1,2
C17ORF75,2
LEPROT,2
MYO15B,0
PLEKHG5,2
S1PR5,1
SLC37A2,0
SEZ6L2,1
HMBS,2
MRPL4,2
MTA1,2
VPS72,2
ZNHIT6,2
NARF,2
PTCD1,2
PIGU,2
CYP39A1,1
ZNF471,0
COL6A5,0
FCRL2,0
NXPE1,0
RAB14,2
PCLAF,1
AL136531.2,0
GJC1,0
MED17,2
WASF2,2
ENTPD3,0
SLC15A1,0
SPRED3,1
BPNT1,2
ANKRD44,2
ITPA,2
HELZ2,1
STARD9,0
CLDN12,2
FAM110D,0
ACTA2,0
CFAP54,0
AGAP1,2
SNX9,2
WDR34,2
CCM2L,0
POMGNT1,2
FNBP4,2
ARMC2,1
HIKESHI,2
SART3,2
COLEC12,0
TMEM251,2
SYNDIG1L,0
SH2D1B,0
WSCD2,0
SH2D6,0
MNAT1,2
PPP3CB,2
NXPE3,2
UCHL1,0
TRIM16,2
SELENOS,2
CNR2,0
TTLL9,1
RBM24,0
TMEM52,1
MKNK2,2
TK1,2
RFXAP,2
CFAP99,0
CDC42BPA,2
GRHL2,2
KIRREL3,0
EID3,0
PRPS2,2
SSFA2,2
PHF6,2
TRPM4,0
PRR26,0
BEAN1,1
DECR1,2
ZNF182,2
TPSB2,0
PGLYRP3,1
RABGGTB,2
PCED1A,1
SMARCA4,2
RNF215,2
RPS15,1
TCTE3,1
ABCA10,0
CACYBP,2
SAMD4A,0
YPEL4,0
KIAA1024,1
POGK,2
KMT5B,2
SNAP23,2
LINC00959,2
WDR45B,2
TMEM267,2
ASB5,0
KIAA1109,2
EMG1,2
APLP1,0
PLEK2,2
FAM220A,2
CLIC2,0
TMEM25,0
NTNG1,0
SYNRG,2
PHACTR4,2
GATC,2
PPOX,2
TBPL2,0
HNRNPDL,2
CCL24,1
ACKR1,0
NARS2,2
SLC25A4,2
CLRN3,2
SFXN1,2
FZD10,1
SERF1B,0
DLEU7,1
GLOD5,0
SCAPER,2
PTF1A,1
GPR143,1
UPK1A,1
ANAPC5,2
CAVIN1,0
AADAC,1
DPM1,2
HMGCS2,0
ASPSCR1,2
GPATCH2,2
RERE,2
FBLN1,0
MRPS12,2
KIF12,1
CMKLR1,0
HSPBP1,2
ROBO2,1
FGG,1
EFCAB1,0
LYSMD3,2
SIGLEC1,0
INPP5E,2
FOXK1,2
SLC35D2,2
CCDC136,0
RPUSD3,2
PRPF6,2
C3ORF18,0
IQCB1,2
KITLG,0
BTC,2
TRAK1,2
NUDC,2
ILDR1,2
FBXL17,2
ANKRD10,2
ZCWPW2,2
FAM181B,0
SENP8,2
ADAMTS14,1
MIEF2,2
EPHB2,1
USP51,0
SLCO1A2,1
USP53,2
RSPH14,1
RAC3,1
EIF4A3,2
KCNK10,0
HBA2,0
TNFSF11,1
MB21D1,1
EPHX3,1
GLMN,2
NAP1L4,2
BMPR1A,2
ME2,2
FOXO1,2
CRYZL1,2
ORM1,1
SLC9B2,1
PLD5,0
SPATA17,1
PCK2,2
SLC35A4,2
PSMB7,2
GLO1,2
TLN2,2
CD2AP,2
GLI3,0
MMP14,1
CD1C,0
PNOC,0
MIER2,2
PUS7L,2
SLC2A12,1
DNAAF4,1
SPATS2,2
SRRM5,1
KNL1,2
SCARA3,0
IL1RAP,2
PARD6A,1
IER3,1
DIRAS2,0
INHBE,1
HPS4,2
ZNF749,2
POLE3,2
WSB2,2
PTEN,2
SCHIP1,0
STOM,0
GRB2,2
MCOLN2,0
LRP1B,0
UBAC2,2
HES7,1
CREBL2,2
CD19,0
HECA,2
BNC2,0
LRP5L,1
CHRNA3,0
DCAF6,2
HSF2BP,1
C10ORF142,0
BRD9,2
INPP5D,1
KLHL6,0
IP6K3,0
FAM214B,2
CLPSL2,1
RAF1,2
GNL3L,2
GPR4,2
RASGRP4,0
KLF8,0
OSBP2,2
ZNF146,2
OGDH,2
KMT2E,2
GPLD1,0
GABARAPL1,2
RASSF6,0
ZNF581,2
RAD1,2
CBWD6,2
EIF2B3,2
PCDHGA1,1
NSMF,1
ZBTB33,2
ILKAP,2
POLR2H,2
SOX15,0
TIMM17B,2
TMEM189,2
PORCN,2
FAM86C1,2
BBC3,2
OASL,0
AMN,0
PLCL1,0
WDR64,0
CYP3A4,0
DIP2C,0
CXCR5,0
SLC25A19,2
BLK,0
MAP4K4,2
P3H4,2
TMEM198,1
PYCR2,2
TGFA,2
FBXO2,1
ANKRD18A,1
PLA2G4E,1
DLGAP2,0
SLC19A1,2
GTF2E2,2
DPF1,1
CALB1,1
ACTR1A,2
PODXL,2
PGK1,2
SEPHS2,2
MGAT5,2
PRELID2,2
PLAGL2,1
ALG1L,1
CDK8,2
TMED3,2
ISG20L2,2
GAREM2,0
FAM45A,2
HCRT,1
TTC38,2
CEP95,2
FAM46A,0
MAP1LC3C,0
IL10RA,0
CPEB4,2
ZFP3,0
LGALS9,2
BHLHA9,1
PPARA,2
NET1,2
EGFR,2
PLAC1,1
USP38,2
CAPZB,2
CDR2L,1
BLOC1S5-TXNDC5,0
TRPC6,0
MTMR7,2
MTUS1,2
SEMA3F,1
ERCC2,2
BMP8B,2
RPL18,2
SUSD5,0
MYL6B,2
TEX19,1
FTH1,2
MYO5B,2
CDHR3,2
ADAMTSL2,1
SCN3B,0
SMIM10,0
PTPDC1,2
MEN1,2
GATA4,1
KLF10,2
CCDC189,1
KIAA2012,1
C14ORF159,2
RHBG,1
REXO4,2
NT5C3B,2
FADS2,1
MIPOL1,0
GPR108,2
GOLGA1,2
DSCAML1,0
ZBTB4,2
PILRB,1
AQP6,1
POU4F1,1
C3ORF67,1
MAK16,2
RPS4X,2
ZFP64,2
RHBDF1,2
GEMIN8,2
RIPPLY1,1
ANKS3,2
RHEB,2
SLC27A6,0
ZNF676,0
SLC3A1,0
IFI6,1
CYP8B1,0
RMI2,2
HIST1H3J,1
SMIM2,0
ZNF154,0
MRPS26,2
COL1A2,1
ALKBH6,2
PRRG3,0
LRP10,2
TBC1D12,2
SLIT2,0
CERS5,2
ZNF354B,2
ARF6,2
ANP32B,2
PSME3,2
IFT81,2
NDC80,2
YRDC,2
ENPP2,0
UXS1,2
CHTOP,2
RPL10L,0
SNX33,2
ZNF454,0
LRRC14,2
TERT,1
PHGDH,1
HIST1H1B,1
CDH23,0
CPSF1,2
FAM111A,2
CATSPERG,0
CD320,2
SUGP2,2
SLC15A4,2
F2R,2
OFCC1,1
SLC10A1,0
GGN,1
UBE2G1,2
MAX,2
PSKH1,2
SPX,0
ST6GALNAC3,0
MS4A8,0
SDHA,2
CDK10,2
GRPR,1
TNFRSF13C,0
DPAGT1,2
SPG21,2
ACRV1,1
CENPU,1
ULK4,2
ACAD8,2
TSNARE1,2
TMEM160,1
IL1R2,0
CDC42EP4,2
TTL,2
EME2,1
VTCN1,1
CLEC4M,0
HSP90AA1,2
SLITRK2,0
CENPK,1
RAB44,0
LCN10,0
SYT5,0
SKAP1,1
DNAH12,1
ME1,1
VWA3B,0
BSDC1,2
TMEM79,2
BARD1,2
CCDC107,2
MS4A4A,0
GRM2,1
ZNF786,2
TIGD2,2
RAB39B,0
CSF1,0
FCER2,0
CPA3,0
PBK,1
C15ORF59,0
DCLK3,1
ANKFY1,2
KCTD13,2
MZB1,0
SHISA3,0
S100A5,1
MRPL50,2
ARHGAP11A,2
ADA2,0
SNCG,0
FKBP9,2
FAXC,0
ICAM3,0
ROPN1,0
SLAMF1,0
JMJD4,2
IFFO2,2
NSUN6,2
HENMT1,1
SFTPD,0
THOC6,2
GRM8,1
TREX2,1
CDKN1A,0
KALRN,2
GOLT1A,1
SORBS3,2
HDAC4,2
ATP6V1B1,1
RNF24,2
HRC,0
FSCN1,1
MYO19,2
XRCC3,2
ZNF568,0
SUPT3H,2
CALU,2
LILRA4,0
MON2,2
CYP11A1,0
GNGT1,1
DERA,2
MUC13,2
HEXIM1,2
INPP5K,2
S1PR1,0
GPIHBP1,0
ADRA2A,0
MS4A6A,0
AGL,2
ARHGAP25,0
NAP1L5,2
ZNRF2,2
KDM2B,2
NR2C1,2
CTSO,2
ULK3,2
CD33,0
DPYSL5,0
SERPINF2,1
SLC25A39,2
TCF19,2
LIN9,2
SRSF2,2
RASSF1,2
HPDL,1
ETV5,1
URI1,2
GBP3,0
NUDT19,2
PDE4DIP,2
EIF3E,2
PNKP,2
MMS19,2
SOWAHA,0
CCDC96,2
ZFAND1,2
SLC2A5,0
GPR142,0
SCN1B,0
SOX5,0
SPRED2,2
ANKMY1,2
PLSCR3,2
RPL35,2
PSMD12,2
EEF1AKMT3,2
OIP5,2
RPL36,2
FADS3,1
RREB1,2
LSM4,2
SMIM29,2
PHKB,2
ADA,1
TMEM231,2
TPD52L1,1
CXORF21,0
PDGFRA,0
CPNE9,1
ZNF514,2
CIDEC,0
TCTN1,2
DCAF15,2
PINLYP,0
TTC23,2
KRT5,1
EIF3D,2
MAP4K1,0
HBE1,1
NDUFAF7,2
ABCC10,2
GSTCD,2
FAM110B,0
FAAH2,2
NLRP7,0
TAF4,2
DNER,0
CSMD2,1
MFSD9,2
TBX20,1
C7ORF50,2
MGP,0
RTEL1,2
ZNF582,0
C10ORF128,0
ORC3,2
TAF1C,2
ACER3,2
HMGB3,2
PEX5,2
ENOX1,0
BDH1,2
THEMIS,0
DNAJC10,2
NUDT10,0
FAAP24,2
PRUNE2,0
MANEAL,1
KDELR3,1
MAPKAPK3,2
XYLT1,2
VPS37B,2
POU2AF1,0
FADS1,1
DVL1,2
ACVR1C,0
RPA3,2
WNT9A,0
PRADC1,2
POT1,2
GNG11,0
RPL26L1,2
UQCC2,2
DNAJA1,2
ZCCHC12,0
FNDC10,1
FRAT1,2
KLHL29,1
GAST,1
C1QA,0
DOCK3,0
TMEM182,2
UGT1A1,0
SLC25A24,2
EFCAB10,1
DCLK2,0
PGP,2
TPM4,2
C20ORF196,1
ZFAND2B,2
SMG6,2
SPATA4,0
ZNF658,2
FOXI3,1
PLOD2,0
LRRK1,2
POU3F2,1
CCNA1,0
NRG4,0
RPL13,2
UGCG,2
LCN6,0
CDK20,2
TRMT61A,2
CSPG4,0
UBL3,2
KLC2,2
B4GALNT3,0
METTL11B,1
GTPBP10,2
PHC2,2
FBXL3,2
RNF149,2
SAMD9,0
SNAP25,0
FBXW9,2
MXD3,2
GTF2H3,2
THSD4,0
CSNK1G3,2
DEFB1,0
FAM219B,2
EBI3,0
UEVLD,2
TRIP6,1
FAM19A5,1
SPAG17,1
ACSBG1,2
JCAD,0
TMEM123,2
DCUN1D2,2
CRLS1,2
C1ORF159,2
KIF1B,2
ZFAND4,2
KCNIP3,0
MICAL3,2
DIRC1,1
ADRA1B,0
PROCR,1
HCLS1,0
CKMT1A,0
RNF208,1
DNM2,2
ZFR2,0
NDC1,2
POLR2G,2
LRRC45,2
COL22A1,1
LRRC6,1
PELO,2
CDR2,2
SLC1A4,2
CEP85,2
PLOD1,2
STAMBPL1,2
TMBIM4,2
VSTM4,0
TAGLN2,2
C1ORF21,0
GON7,2
KCTD12,0
SLC25A12,2
NASP,2
PPM1J,1
DCTN2,2
RASSF2,0
MRI1,2
AQP9,1
CST5,1
NEIL2,2
PPP1R36,0
SETSIP,1
KIFC3,1
ZMYND15,1
DCAF16,2
H2AFY,2
ABCB1,0
CIAO1,2
IQSEC2,2
OLFM3,0
PYROXD1,2
SAA2,1
PLD6,2
RAB18,2
LACTB2,2
PMFBP1,1
OMD,0
MALRD1,1
OR51E2,0
ANKRD65,0
GRB10,2
UTS2B,0
CRB1,0
PNN,2
ADAM28,0
METTL6,2
IZUMO2,1
TMIGD2,0
ZNF267,2
GGH,1
ANKEF1,2
SCG3,0
TUBA4A,2
TIFAB,0
PRRT1,0
FGF2,0
EXOSC6,2
RAD54L2,2
FAM216A,2
CHMP2B,2
SERTAD4,0
TRIM24,2
PNMA1,0
PCDH9,0
WDR36,2
ZNF750,1
WWC1,2
GRIA1,0
ERGIC3,2
SPATA31E1,0
KLHL10,0
MYH4,1
ZNF106,2
F5,1
CCDC157,2
BTBD19,1
ATG4D,2
CCL21,0
IMMP2L,2
KCNJ15,1
ARRDC1,2
LHX5,1
AC187653.1,0
C10ORF99,0
SYT11,0
MPP7,2
EPS8,2
L3HYPDH,2
ITPKA,0
TALDO1,2
RUBCNL,1
FECH,2
ZC3H15,2
CHID1,2
CCDC178,0
PIAS1,2
DYNC1I1,0
C12ORF29,2
DPEP2,0
FGGY,1
FBXO3,2
GPX2,1
DCAF4L1,1
CLLU1OS,1
TTLL7,0
MSTN,0
GRP,1
GTF3C4,2
RPL7A,2
XPO1,2
TIMM9,2
KRTAP3-1,1
SERPINA7,1
KCTD10,2
PCDH7,0
ARSH,1
KLK15,0
CLEC17A,0
MRPS2,2
MAML3,2
C22ORF23,0
DLX3,1
IGIP,2
C11ORF95,2
SELENOH,2
NPTX2,1
KAT6B,2
ELF4,2
SV2B,0
CD164,2
AGTPBP1,2
INPP4A,2
DAZAP1,2
LRRC18,0
GRASP,2
ARMC6,2
AC008878.3,0
CYP4F12,0
ALAS1,2
NCF1,0
COL8A1,1
EHD2,0
GP1BA,0
GEMIN4,2
TPSAB1,0
AL139260.3,0
ZNF556,1
DMKN,1
RSAD2,0
DDX54,2
PAPPA2,0
AC136428.1,0
MYO1E,2
TRAF6,2
TMEM47,0
ANGPT1,0
IRF3,2
C4ORF48,1
HPN,1
ACSL4,2
BEX1,0
TDO2,1
SHISA5,2
SLC4A8,1
RGS10,2
PSMB5,2
EYA1,1
WEE1,2
AC009163.2,0
TBC1D4,2
RPS3,2
CFAP97,2
PRKRIP1,2
CIAPIN1,2
CCDC51,2
PPP1R12A,2
RGS5,0
ZNF850,1
CFAP73,1
RGS13,0
S100A7,1
NOL11,2
TM9SF4,2
TMOD2,0
FAM50A,2
HMGA2,1
CELSR2,2
COL4A1,1
TMEM179,0
FZD4,2
TCEAL3,0
CAPN13,0
NCKAP1L,0
VNN1,1
CTSD,2
THNSL1,2
TCTN2,2
RAPGEF1,2
LRRC37A3,1
AKNAD1,1
CHRM5,0
SASH3,0
HSF1,2
SCX,1
GEMIN6,2
RPL28,2
LAMTOR3,2
C10ORF107,0
RGS18,0
PTPMT1,2
FZD6,2
ARHGAP11B,2
DIRAS1,0
ARHGAP33,2
PAAF1,2
RHOF,0
PRR22,1
EGR4,1
ZNF497,2
FER1L6,0
C3ORF85,0
ZFYVE9,2
PTPRU,1
IL5RA,0
NACC2,2
ZNF747,2
NTN4,2
EEF2KMT,2
LRP2,1
CSAG1,1
SF3A2,2
SLC41A3,2
UGT1A9,0
MED27,2
LYPD6B,1
METTL22,2
DTX2,2
MEGF9,2
TASP1,2
LY6H,0
FLVCR1,2
RIPOR2,0
INO80B,2
ZNF282,2
ST5,2
NPIPA3,1
SGSM1,0
TRIM25,2
RPL37,2
MPP4,1
SLC25A27,1
LPAR2,2
SNU13,2
LIX1L,2
ZNF418,0
ATP2B2,0
INPP5J,0
SCRIB,2
SEC61A2,2
TNFSF13,2
SIRT6,2
KCNE3,2
MOAP1,2
CAPRIN1,2
SLC27A2,2
DUSP7,2
B4GALT2,2
SNRPB2,2
SLC38A3,1
ANAPC1,2
MED10,2
AGK,2
TGM4,0
TBC1D22A,2
SLC16A1,2
ERVFRD-1,0
COL5A3,1
PCDHB9,1
ZNF205,2
NNT,2
GPRASP2,2
ATP2A1,1
GPALPP1,2
IGFL3,1
LY6G5C,2
PLPP7,0
DOCK1,2
ACAP2,2
CLIC1,2
SLC2A8,2
LGALS9B,0
UBTD2,2
ACADVL,2
KCNK5,2
MYO18B,1
ITGB7,0
BCCIP,2
AL391650.1,1
HTR3A,0
KCNH1,0
AKR1C2,0
HECTD2,0
CSDE1,2
HTRA4,1
EIF6,2
CD96,0
TAGAP,0
TMEM167B,2
XRN2,2
CDS1,2
HNRNPA1L2,2
SIX3,1
STXBP1,1
AASDHPPT,2
P4HA1,2
SRL,0
OSER1,2
ACOT11,2
FAM189B,2
CHRM2,0
DPP8,2
ZDHHC1,2
FGF3,1
AQP2,1
SLC25A44,2
NMT1,2
LMNB1,2
TRIAP1,2
ZNF207,2
FBXL13,2
AMBP,1
MTMR1,2
PTPRT,0
RNF113A,2
EFS,0
AC026461.4,0
ZNF436,2
XK,2
HLX,2
TFCP2L1,0
LBP,1
MAPK1,2
CLVS2,0
BRICD5,1
AKR1E2,1
KIR2DL4,0
CBX6,0
HSPBAP1,2
GZMM,0
CCDC40,1
SMAD6,2
INSIG1,2
CCL20,1
PPM1L,2
ARL6IP5,2
ERF,2
FAM91A1,2
GFI1B,0
KIAA0895L,2
DGKZ,2
SAA4,1
CCDC167,2
SHOX,0
ALS2,2
PRKAG2,2
CTNNB1,2
EPHX1,2
SNX6,2
KRT18,2
SLC12A6,2
COL23A1,0
TPMT,2
DHX30,2
CR2,0
TRAF2,2
RPL35A,2
MXRA7,0
INA,0
VRK1,2
HBQ1,1
CLSTN1,2
IL36B,1
LFNG,2
SARS2,2
GPX1,2
MYD88,2
FAM58A,2
PRSS8,2
TSPAN18,0
CYP4F8,1
FAM118B,2
KBTBD6,2
ABLIM2,1
UNC80,0
UHRF1BP1L,2
TBX4,1
PAN2,2
TPO,0
ZNF728,0
VKORC1L1,2
DCBLD1,2
B4GALT7,2
IL17B,0
SPACA3,1
UGT1A5,0
SLC27A4,2
HPS1,2
ARHGAP28,0
DSTN,2
CCL19,0
HAND1,0
CLLU1,1
KIAA1614,2
ARPC5L,2
RIMS3,0
NBPF19,2
PPP1R11,2
ZSCAN30,2
CPN1,1
CCDC80,0
TBL3,2
MINK1,2
BARX2,0
ZDHHC8,2
MYBPC3,1
SERINC2,2
MEGF10,0
FAM218A,0
TMIE,0
AVEN,2
PFDN6,2
CHRNB4,0
RARG,2
APBB1IP,0
PLP2,2
DHX15,2
ADH5,2
RPL7,2
LRRC15,1
KCNMB2,0
IPO11,2
ACVR2B,2
FSTL3,1
TRIM54,1
WDTC1,2
FKBP1B,0
ZNF878,1
CDC42BPG,2
